@relation C__Users_Matilde_Desktop_GitHub_datamin_GenrePrediction_dataset

@attribute text string
@attribute @@class@@ {Action,Adventure,BoardGames,Educational,Fighting,Puzzle,Racing,RPG,Shooter,Simulation,Sport,Strategy}

@data
'take armi two stop corrupt rogu privat militari corpor fight alongsid teammat becom deadliest two man militari outfit govern buy breakthrough gameplay armi two live adapt partner enabl take advantag two man strategi like customiz weapon vehicl tactic shoot',Shooter
'perfect normal world someon made airport catch airplan well question ask instead ask atent game develop version game made useless simul jam link implement yet sound polish play mous game complet play resourc airplan asset free bundl consctruct tile set',Simulation
'swing batter batter get readi knock park flex basebal skill read pitch hit ball upgrad skill get home run featur basebal puzzl cat easi play hard master get huge home run complet challeng level upgrad skill offlin mode play without',Sport
'anim legend strategi game develop appi entertain origin releas publish appi entertain play anim legend',Strategy
'play offici armi game xbox built test armi soldier everi level product train singl player war game compet rank leaderboard onlin competit train join player competit match game type form unit fight nation battl full multiplay campaign prepar challeng experi prepar true soldier',Action
'steampunk twist philea fogg wager circumnavig world eighti day time magazin game winner igf award narrat avail steam choos rout around globe travel airship submarin mechan camel steam train race player clock never stop citi explor detail research techno fantasi combin tension invent explor climb burmes mountain trek zulu feder sail amazon disappear indian ocean dont fall behind time four time bafta nomin time game year winner igf excel narrat award dream futur decad guess new york time edg magazin interact storytel best guardian play philea fogg loyal valet passepartout must balanc master health financ time choos path citi citi way around world bribe way onto earli departur dont let bankrupt youll sleep rough beg aid trade item profit collect equip condit youll face much luggag slow day breakneck race game clock never stop run train steamer hot air balloon boat camel hors leav arriv minut minut everi citi journey narrat via interact stori control everi action choic speed lead disast earn fogg trust respect uncov secret short cut shave day time murder romanc rebellion intrigu await game plan strategis find fastest rout flexibl interact narrat thousand choic massiv replay everi journey uniqu explor entir globe bespok citi visit rich imagin divers altern histori steampunk world stun art jaum illustr race real peopl real time everi second count live multiplay feed show journey player happen share journey friend',Adventure
'fill fit block extrem simpl adduc puzzl game tetri style gameplay differ oper easi drag drop block fit place two game mode squar hexagon mode five sub mode classic time rotat bomb mission sub mode uniqu gameplay near mission wait complet pass time train brain tri mayb start love question suggest pleas email contact mudotek com',BoardGames
'clarinet racer listen play instrument quick switch note keep car fuel pass car view exampl video develop websit link perfect app beginn advanc player age work real instrument use iphon ipad microphon listen analyz note play scoreboard show best time mani car pass unlock new car base perform game center leaderboard let show best perform comparison player',Educational
'play favorit disney disney pixar world like never experi adventur world pirat caribbean incred monster univers battl enemi solv puzzl overcom obstacl complet varieti uniqu quest',Fighting
'follow adventur pengoo penguin level full puzzl penguin case featur hidden object gameplay cute charact includ penguin turtl whale even cockroach help pengoo find way back home solv puzzl use item find penguin case great game age',Puzzle
'challeng race game play featur free play ton amaz race bike amaz environ fast race track simpl intuit bike drive control unlimit fun amaz rain effect storm sound effect',Racing
'reliv excit final fantasi adventur timeless classic remast new generat stori enshrin atop illusia high lofti cloud stand tree mana draw life energi boundless celesti aether sentinel grow silenc legend hold lay hand upon trunk grant power etern power dark lord glaiv seek fuel bloodi quest domin unlik hero one countless gladiat indentur duchi glaiv day ill fate companion drag cell bade fight exot beast amus dark lord victori thrown back dungeon enough bread tide next match bodi take much never long weari captiv succumb cruel fate system adventur mana battl system grant freedom move play field without restrict allow thrill combat decid attack evad control player movement achiev via virtual joystick access anywher screen auto adjust featur also even thumb stray origin posit never lose control hero weapon weapon divid six uniqu categori use beyond mere deal damag determin equip kind prove key success quest magic restor lost remov various ailment render foe incapacit deal dead blow eight differ spell almost occas obstacl bloodthirsti enemi thing stand way complet quest need tool wit overcom mani challeng encount world mana rang lock door hidden room trap grow progress complex game progress',RPG
'armi rage action shooter game develop tuyasoft origin releas yacuba game publish game play armi rage',Shooter
'creat airport dream citi build simul assembl fleet cool plane privat jet transcontinent airplan bring back rare artifact flight complet collect take part limit time adventur get special reward team friend form allianc play togeth alway fun send mission space take control sky true tycoon know limit take rein power turn small town prosper megalopoli best airport world creat one busiest transport hub ever construct infrastructur air traffic control tower runway hangar assembl fleet plane send flight around world watch town blossom great citi improv upgrad uniqu build attract addit passeng connect airport distant locat globe media review modojo com airport citi definit keep entertain pocketgam logist put work airport togeth vip auto renew subscript info airport citi come option buy vip subscript day trial vip subscript avail unus portion free trial period forfeit user purchas subscript payment charg itun account confirm purchas subscript automat renew unless auto renew turn least hour end current period account charg renew within hour prior end current period subscript price option previous select manag subscript turn auto renew account set purchas also button game take set cancel subscript activ wont refund remain activ period subscript link privaci polici term use privaci polici term use',Simulation
'basebal bat sport game develop tts came basebal bat avail purchas game itch',Sport
'anim quest forest surviv alpha version wild natur game experi life eye favorit anim tri catch prey challeng predat danger competitor publish alivesoft com anim quest game play main menu anim select set option anim food chain anim quest window game alivesoft avail fall meanwhil tri onlin demo experi anim quest game play pleas note web version limit due size requir graphic sound music temporari chang final version latest game visit alivesoft comfollow facebook animalquestgamesubscrib youtub',Strategy
'look oculus rift version want base jump mac linux pick aaaaa awesom base jump float citi creat stunt delight fan dive skyscrap reli quick reflex negoti intric tangl girder make float citi eye judg mark score one hundr point hug expos strut fall thousand plant kiss side build twist turn thread needl two billboard earn cheer fan reflex import quick think get win one block away spot crowd protest decri sport make split second decis break cours stare straight eye flip finger explod burst furi judg absolut love bump first place make land without end loos sack broken bone featur level take citi float billboard build fli inch away side mountain uniqu game mechan allow creat stunt score give fan thumb point annoy protest rude gestur snag spray paint tag govern build extra challeng special medit mode help relax free anti medit mode help stop relax',Action
'comput hacker steal precious data world sleep siphon lockpick prog gun connect sector download data escap delet aliv',Adventure
'welcom top puzzl game bucket fil bad need make happi draw line make glass happi fill milk fun fill happi glass',BoardGames
'clever kid dino land educ puzzl game develop gamerholix came publish mida interact entertain clever kid dino land avail',Educational
'dissidia prologus final fantasi depict event prior dissidia duodecim final fantasi store play exclus chapter get tast new improv battl sytem new charact dissidia prologus final fantasi allow aerith unlock dissidia duodecim final fantasi assist charact squar enix ltd right reserv charact design tetsuya nomura dissidia duodecim regist trademark trademark squar enix ltd final fantasi squar enix squar enix logo regist trademark trademark squar enix hold ltd purchas use item subject playstat network term servic user agreement wish accept term purchas use item item sublicens soni comput entertain america one time licens fee download portabl system associ purchas account',Fighting
'day mar oper steampunk puzzl adventur game step shoe sir albert wick right honour clarenc baxter two centuri explor chosen pilot hms fear maiden voyag mar steam engin run coal ship cat shred navig chart tea get cold becom clear interstellar transport isnt walk park take talent two player work togeth problem aris get mar one piec local day mar two player oper game hms fear masterpiec unreli engin therefor albert baxter need help get noth done without effort player import role play adventur singleplay dont want play friend ship comput control cat keep compani bite size adventur mix action thought puzzl make perfect play short session entir adventur fit comfort even atmospher drawn world albert baxter uniqu illustr artwork day mar rich sound scape beauti piano score punctuat occasion disast hms fear embark mar soon',Puzzle
'play imposs track race super bike stunt bike road run simul super bike game download challeng daredevil bike experi super bike race simul stunt game lot thrill wheel bike race featur road race run road awesom stunt bike race techniqu simpli choos super bike race stunt bike play game awesom stunt bike race featur super bike race game allow perform daredevil bike stunt like wheel speed super bike race',Racing
'note game complet shape form finish game there lot featur mean chang dont full descript yet adventur stori driven rpg young girl',RPG
'arrow hit free templat construct shooter game develop abdo html origin releas arrow hit free templat construct avail web game sold via itch',Shooter
'discov passion firefight head duti entir fire depart take excit new mission airport firefight simul member busi airport fire depart colleagu work extinguish larg airplan fire fight blaze inferno passeng termin drive true life fire engin tackl blaze water cannon fight local fire fire extinguish fog nozzl squeez way narrow ventil shaft destroy obstacl pave way freedom mission youll confront fallen build burn fice wing gloomi basement flood water well down helicopt flame cargo plane first time seri control american firefight vehicl complet mission american firefight would rather use gamepad keyboard mous problem object crate pallet react water jet let pick move destroy various difficulti level help surviv even diciest crise experi dramat situat challeng hero insid wheth burn engin explos passeng termin flame inferno cabin jumbo jet servic count featur experi excit dramat situat member airport fire depart head duti entir fire depart drive firefight vehicl use tame flame fight way blaze inferno passeng termin collaps section build burn offic wing gloomi basement play either german american firefight vehicl team member drive faith recreat panther vehicl rosenbau intern also control use gamepad various challeng difficulti level part popular airport firefight seri',Simulation
'excit basebal like adventur island hit approach object one finger easi learn control rich visual effect addict gameplay',Sport
'creat game game jam topic domest anim rule world spent hour fun hope guy enjoy asset twitter youtub',Strategy
'aaaaaaaaaaaaaaaaaaaaaaaaa awesom indi base jump simul game develop dejobaan game gameplay awesom remast origin game aaaaaa reckless disregard graviti gameplay chang whatsoev main object player jump high build avoid obstacl smash color window success land design area use parachut player gain point fli close build refer kiss stay close call hug player also abl gain bonus point spray paint build interact fan insult protestor even hit bird award player small number point game featur rate system evalu player perform better player perform game currenc call teeth award teeth use unlock new level mode new graffiti item gestur game also featur leaderboard player compet remast version game featur refin graphic new expert difficulti level new level well level origin game version also support virtual realiti headset',Action
'bit pigeon hunter year bit pigeon hunter light gun shooter video game duck appear one two time given three shot shoot receiv point upon shoot duck shoot requir number duck singl round player advanc next round simpl right',Adventure
'notic onlin game requir network connect jump classic arcad mode ignit fight passion like never scientif advanc allow human fuse power core primal core ancient champion human bodi fatal experi give birth new hybrid super class power hybrid revolt human major result chao around world human face new era global terror luckili lead soul fighter squad form human elit valor power soul fighter fight hybrid save world uncov truth behind hybrid conspiraci along way classic arcad gameplay reliv nostalgia classic arcad fighter palm hand longer restrain set squar oppon move perform finger gymnast pull epic move combo stun consol level graphic immers surreal world exceed limit imagin cinemat detail thrill audio visual effect step rich detail world see take surviv ultim fight arena real time fair squar delay unfair advantag challeng rival real time punch team friend mode skill make differ arena assembl mighti roster champion futurist soldier girl sport star cyborg warrior rapper pick choos divers world champion express creativ assembl fierc roster like one els contact facebook',BoardGames
'clickteam fusion latest famous rang game creation softwar clickteam come complet free edit contain editor interfac clever idea made previous titl success anyon budget start develop power game app free discov simplic design game app mous charact level design program everyth done visual read program fusion countless game made clickteam fusion predecessor versatil simpl power fast download free copi today discov give tri amaz featur origin drag drop program tool make first game hour need previous program knowledg easi use intuit physic engin origin world famous event editor make program breez use profession student alik shader effect avail insert asset easi drag drop complet creativ flexibl hardwar acceler game app outstand friend communiti supportupgrad standard enjoy addit featur add window execut build type access addit export like android avail dlc add function project parti object limit frame event line includ event list editor easier debug use alpha channel emb binari file moresteam game madewithfus',Educational
'choos legendari final fantasi charact battl uniqu arena call forth familiar summon like ifrit shiva odin domin oppos side turn tide battl match dissidia final fantasi onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici network player full game requir playstat plus membership access onlin multiplay onlin play option softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account koei tecmo game squar enix ltd right reserv charact design tetsuya nomura illustr yoshitaka amano',Fighting
'antibodi engulf smaller pathogen biolog infest',Puzzle
'bike rush action shooter race rapid road gunplay whole game like scene action movi play get realist game feel play use keyboard gamepad headset keyboard gamepad headset hand motion control get full experi gameplaybik rush first person bike shooter reach finish soon possibl control motorcycl avoid crash use nitro ramp jump break cop blockag destroy persecutor road shootout storydanbai heaven dreamland warm wind sea sand sun capit theft robberi murder everyth control brutal elus noth last forev last endeavour governor lost patienc polic found way push brought special forc deal peopl got arrest abl escap partner money last robberi use lorri leav citi polic caught stop abl get bike drive away partner persuad let pursuit begin featuresfeel hero action movi incred experi non stop action type enemi game mode',Racing
'adventur life game built htc vive game meant let player fun immers experi virtual realiti embed element come mutliplay experi height shoot sword fight archeri player find island nice atmospher game experi coin earn buy armori multiplay shooter imagin stun feel stand float stone hundr meter upward look island sourround move float object find way succeed jump puzzl unlock adventur extraordinari element',RPG
'defend trophi countless wave enemi spend hard earn money shop round abl complet game everi wave option buy upgrad store build turret cost coin allow place max turret help progress throught game upgrad player cost coin allow take one hit enemi protip everi wave player refil heal target cost coin restor point thropi control movement space jump lmb shoot arrow rmb pull arrow good luck fun dweve even got fan art jordan han',Shooter
'airport ground crew simul simul game develop excalibur publish limit origin releas excalibur publish limit publish game play airport ground crew simul',Simulation
'enjoy best basebal game home run experi mobil let play real awesom free addict accur basebal home run game basebal game homerun game enhanc bat bowl control realist game play basebal game homerun player experi real feel basebal match basebal game homerun perfect tune touch control give ultim basebal experi player grow skill basebal game homerun initi rooki major leagu player make expert power home run hit becom legend home run best ever basebal game homerun sport simul swipe swing bat watch ball fli park homerun player experi intuit basebal like never simpl realist basebal homerun game perfect touch control give conclus basebal home run experi basebal home run game player game featur high qualiti realist anim great ball physic various type pitch multipl fascin player includ game real stadium crowd game mode match bat bowl game featur alway handi inning match mode perfect physic make home run correct direct awesom game play best interest mode high addict sport simul simpl control best graphic music play bat mode swipe hit ball accur smash hard score home run miss ball inning bowl mode defeat oppon tap ball button accur time needl center speedomet oppon miss ball inning swing bat fast accur hit home run maximum score ball maximum speed freez oppon minimum score share friend famili compet highscor join facebook www facebook com gamingport suggest feedback improv feel free contact gamingport gmail com',Sport
'famili guy bob burger futurama american dad king hill anim throwdown first time ever five favorit anim show togeth one amaz collect card game featur hundr favorit charact moment favorit episod season famili guy bob burger futurama american dad king hill collect charact card optim deck creat new combo fight epic card battl bacchan game may digit stake real fate world rest hand stake real fate world rest hand chapter adventur featur moment locat favorit episod hilari boss big reward lot challeng futurama space bee say play strong card american dad hot tub react win battl adventur away find hundr card combo featur charact show happen combin fri money think know make beefsquatch knife pro bass hank collect card put togeth find challeng player globe multiplay arena earn hero token level favorit charact bender consuela bobbi zapp brannigan partak limit time event awesom reward battl player uniqu boss crazi combin event earn exclus reward new card lot loot join guild make friend get readi rumbl chat friend discuss strategi battl brag right gain great bonus join guild play game guild event live play togeth prove your liter best world',Strategy
'control requir control dual analogu stick requir play aaero xbox one playstat dualshock etc gamespe stun stylis environ trace ribbon light releas energi music battl strang enemi fight epic boss battl driven incred licens soundtrack independ micro studio mad fellow bring uniqu innov game featur music noisia flux pavilion kati prototyp neosign mani control dual analogu stick requir play aaero xbox one playstat dualshock etc',Action
'bitmmo retro style massiv multiplay game giant construct sandbox build home castl persist stream world found manag citi fight evil lawyercat engag player player battl featur player built world entir world built player build hous town voxelart dungeon world massiv there plenti space build stream explor load screen mayor start town invit friend youll array manag tool overse town interact develop entir game one full time develop develop still ongo submit vote idea mani top vote idea implement game free updat new content featur frequent releas anti grief system sever system protect player grief free play purchas necessari fun support develop buy fanci hat dont premium item give competit advantag custom charact wear hat cloth accessori chang skin color becom zombi want zombi youll need steadi suppli delici brain player dont worri eat brain theyll zombi fight nefari enemi congression lobbyist slug lawyercat hipster megamap world huge megamap interfac base googl map api handi way brows world share creation friend music enjoy chiptun legendari artist danim cannon zef protodom honin myo audio introduc steam founder packspleas consid support develop option purchas steam founder pack receiv varieti benefit purchas steam founder pack pleas restart game launcher game detect purchas',Adventure
'picfind classic find differ game initi releas space pictur pictur pair differ need find time picfind continu updat add pictur later let find',BoardGames
'game softwar creation never easier quicker clickteam fusion discov tool use mani multimedia profession game creator creativ peopl walk life amaz event editor system abl quick generat game app without master tradit program languag within first hour learn basic tool compil window app mous click target addit platform like android flash xna window mobil phone xbox purchas option export har power clickteam fusion today steam game madewithfus amaz featur origin drag drop program tool make first game hour need previous program knowledg easi use intuit physic engin origin world famous event editor make program breez use profession student alik shader effect avail insert asset easi drag drop publish game app multipl platform complet creativ flexibl hardwar acceler game app outstand friend communiti supportbuild mani platform option export generat html fli run automat browser open extens sdk endless function use hardwar acceler shader power window machin addit object provid addit function tool build direct android devic build apk access android simpl permiss manag system build game touch devic includ ipad iphon ipod maxim control option acceleromet multitouch interfac object build game xbox window mobil multipl control option multipl platform produc qualiti flash content record time fulli customiz swf generat easili',Educational
'dissidia final fantasi culmin intrigu charact stori game system unpreced visual way final fantasi provid stori come life stun movi real time event fulli voic amaz voic actor dissidia final fantasi new action base system design take full advantag psp combin brawl rpg element creat true dramat progress action celebr anniversari final fantasi plenti featur refer fan seri dissidia allow player see favorit final fantasi charact work togeth pit battl well manual function featur may avail playstat squar enix ltd right reserv charact design tetsuya nomura final fantasi squar enix squar enix logo regist trademark trademark squar enix hold ltd dissidia trademark squar enix ltd purchas use item subject playstat network term servic user agreement wish accept term purchas use item item sublicens soni comput entertain america one time licens fee download portabl system associ purchas account',Fighting
'bloxorz puzzl game reach special checkpoint differ level first one easiest one got problem move floor get hard level level glass puzzl move puzzl well find way final checkpoint sometim mani way finish sometim one skip level function well add new level month basi',Puzzle
'readi drive futur road come tri drive fantast futurbik bike futur give opportun futur drive special motorbik come challeng futur biker tri keep control fli machin compet track extrem tri win ultim one real speed drive sensat wait follow road indic help top keep money rais race first addit bonus await score race record share score onlin tri stay world rank agre locat automat detect display flag countri intern score tabl compet player around world see rank time click logo world high score game featur pilot futurbik full real time render differ track incred arcad physic spectacular sfx save much money power custom futurbik train mode realist sound environ music almighti grind boost bonus select difficulti level use acceleromet virtual arrow control futurbik select acceleromet sensibl upload score enter world rank',Racing
'human brought back dark age remnant high advanc civil still exist world control ancient technolog mean power ruthless empir arisen play team ruinhunt search one thing save villag legendari weapon known aegi explor build defend platform blend metroidvania style combat tower defens strategi explor discov world elam beauti yet danger place lost time brim danger beast forgotten ruin power relic elam brought life uniqu handpaint pixel art style build level item weapon shop take bigger badder enemi adjust strategi fli fusion build system tri fuse differ combin item togeth chang defens setup fight fight enemi side wont alon dynam charact swap youll need switch multipl charact battlefield posit charact care util passiv abil effect surviv various tower defens scenario defend one point hard enough that begin game progress youll need defend move target target dynam abil like activ door weapon even target dont want protect featur play game either singl player split screen coop build block turret trap defend area hord enemi tower defens inspir combat learn secret ancient origin empir extens stori mode',RPG
'move forward backward rotat left mous button shoot laser hold right mous button aim key throw bomb key switch view key termin game',Shooter
'airport crazi unlock differ aircraft hangar catch golden airplan unexpect gift carri load worth billion dollar richest airport manag planet',Simulation
'basebal mogul strategi sport game develop sport mogul came publish enlight softwar play basebal mogul',Sport
'anim girl jigsaw puzzl puzzl new puzzl way advanc puzzl layout involv game play help relax hard work day anim girl jigsaw puzzl design anim fan difficulti set piec anim puzzl everi puzzl uniqu differ piec shape everi time save puzzl progress work sever time graphic support multipl screen size',Strategy
'ahh halloween pie origin releas xbox live indi game xbox decemb short sweet sideway scroll platform game collect pumpkin witch short sideway scroll platform game halloween flavour uniqu ingeniousfun art style random element game differ everi time play',Action
'bring virtual experi life highest fidel realist volumetr video human truli immers experi volumetr give sens presenc freedom move space time open world possibl volumetr experi featur true presenc step stori feel like watch someon freedom movement walk complet around person watch room choos perspect experi anywher view virtual realiti headset mobil web',Adventure
'coconut island midweek insan new game mister frog goe free super addict game check featur appl graviti puzzler best game youv never play nomin innov game intern mobil game award imga top overal free app germani hong kong taiwanfinland board game germani franc canada hong kong taiwan denmark russia puzzel game germani franc denmarkhong kongtaiwan russia full version game rank top paid app top puzzl game germani top board game germani featur what hot new noteworthi featur innov uniqu gameplay never seen app store coconut island maker idragpap million player worldwid proud present finger balanc brand new one kind puzzl game iphon test dexter stabil finger balanc ball rod navig challeng fun level reveiw finger balanc new type physic inspir puzzler iphon sure favorit among challeng love gamer appsafari rate finger balanc coconut island one rare game cant help wonder took long come appspi com rate your kind insan superb use happili spend hour tri ride bar end end guitar string level super monkey ball finger balanc spark similar obsess compuls tendenc eurogam net rate insan addict physic puzzler right element classic casual game appsiz rate labori maze easi graphic modest price tag finger balanc buy appadvic rate buy intrigano soprattutto giochini semplici davvero originali proprio caso questo finger balanc iphoneitalia gameplay your given rod ball object rais lower end rod balanc ball navig obstacl featur uniqu gameplay never experienc instant repli reliv best glori moment accomplish level differ difficulti level game mode full version achiev full version level editor save one user generat level free version unlimit paid version retro style graphic origin background music sound effect openfeint onlin leader board score publish facebook twitter access integr game communiti game next updat user generat level upload download rate gameplay video offici guid video rememb use finger tip move rod touch littl screen area possibl pleas support new game one tap hero free award win cute puzzl platformm search one tap hero app store',BoardGames
'learn eddi duran educ game medic health profession student use simul medic record teach help patient quit vape game involv simul medic appoint eddi duran year old patient vape nicotin take role healthcar profession make clinic choic experi outcom base choic make challeng assess extent eddi vape habit addict nicotin provid brief intervent motiv quit help develop plan quit success provid eddi parent educ materi complet typic step patient encount receiv feedback step review case histori complet evalu brief intervent make plan care patient vape suit case develop clinic tool inc nih grant content sole respons author necessarili repres offici view nation institut health compani divers group expertis medicin psycholog public health basic scienc program project program manag game inform technolog communic creat scalabl usabl broad avail onlin educ train improv abil current futur health care provid care patient ultim improv health outcom nationwid specif deliv skill profession need improv current futur practic improv compet perform patient outcom promot best practic evid base treatment train interact scenario base clinic challeng creat without fund pharmaceut industri sourc empow group leader creat uniqu solut identifi problem ensur progress enhanc success clinic tool inc health impact studio provid continu educ physician nurs physician assist substanc use counselor receiv small busi innov research grant award nih feder program clinic tool commit qualiti onlin medic educ order enhanc abil current futur health profession disclaim play game agre health impact studio term servic privaci polici',Educational
'play full screen alter shadow one man mind stronger reject stronger becom relief defeat end death game work fight trueself start damag abil gradual becom better clone origin one copi abil skill unlock certain number use oppon patient foolessli give power need play keyboard control keyboard wasd move spacebar leftshift dash abil jkl prefer use mous leftclick rightclick third mous button control left analog move right bumper dash abil xyb',Fighting
'labyrinth classic maze game maze game goal guid ball black hole classic maze board simpli tilt wood board use devic ball get black hole goal complet mission continu play anoth level download enjoy tilt game child adult differ level classic labyrinth maze game great challeng game skill dexter play beauti graphic effect nice music also save share final result labyrinth miss fun brain game logic strategi love search exit maze like app pleas rate comment help improv',Puzzle
'bike trial ninja brand new trial bike game reach end without crash challeng level set ancient japan ramp duck steer bike finish line realist bike physic beauti sceneri hour challeng play',Racing
'aegi origin earli centuri denot armour shield especi god via latin greek aigi shield zeus four magic stone protect villag apt call guardian stone deactiv dark storm last night monster invad villag defeat monster reactiv protect border magic made lowrezjam particip two week make pixel game first time make game uniti plan make super excit ill make futur ive learnt much cours jam credit credit due pixel art font iliquid made music help beep box thank gamesplusjam awesom uniti rpg tutori seri youtub help immens make first uniti game',RPG
'lol rust rpg krm aruma ketera shooter game develop person develop lol rust introduc rpg like growth system manipul charact call use strateg system absorpt barrag stop time etc collect energi call krm let challeng stage grow charact',Shooter
'ask airport airport mad volum bring eight new airport new aircraft gate sharper detail like first volum offer player dimension air traffic control experi control tower perspect push traffic quick avoid midair collis choos good weather bad adjust tower height prefer best manag jet traffic eight differ real world airport listen human pilot voic aircraft obey everi command scan radar screen potenti conflict aircraft use sky cam observ airport action perspect volum two offer follow airport new york john kennedi toronto pearson miami london citi san francisco lukla nepal hong kong chicago ohar addit refresh big chang sinc volum new career stat page let track ongo perform histori across eight airport weve minor goodi flight mode sky cam give control feel actual aircraft feel real terrain built real world earth data airport design base real world layout game play design real world air traffic control commerci pilot even aircraft flight characterist high realist',Simulation
'basebal mogul strategi sport game develop sport mogul origin releas publish sport mogul play basebal mogul',Sport
'produc hit anim star charact make select face bodi presto complet hero explod onto scene show wow watcher rule rank categori includ dateabl popular kid animaestro bring status studio speak studio equip librari motion captur room even theater educ staff anim way craft classic echo generat readi hit draw board tri search kairosoft see game visit sure check wild popular game dev stori mobil devic well collect free game',Strategy
'aarklash legaci take command mercenari squad search truth guid countless battl welcom aarklash land chao incess battl forc light destini dark last sinc begin time heart conflict group mercenari wrong accus crime lion alahan hunt convinc right intent fight enemi bitter end set forth epic adventur discov dark secret path strewn obstacl mani unfriend charact await battl fight life action determin destini aarklash inspir confront figurin univers aarklash legaci tactic adventur game player find heart intrigu control group charact lead battl across land alahan acheron behemoth final victori mercenari gain use wide rang power enhanc loot item manag via skill tree reset interact hero also import real bond creat game progress fun action await aarklash legaci key featur take part epic campaign mix adventur tactic combat follow rich storylin transport fantasi world aarklash thank activ paus system choos best tactic succeed battl time game dissolv team recombin choos charact avail numer intens battl make hero work togeth use group skill skill tree allow chang skill charact find best combin take full advantag possibl group whole take enemi various organ group also skill loot object enemi progress group throughout game',Action
'ward second instal clue seri young detect partner respond distress call psychiatr hospit seclud island island isol freez water constant brutal storm upon detect arriv one hospit therapist fall window death investig begin detect learn much darker thing happen mnemosyn asylum could guess none patient will speak devast fire engulf hospit four year ago fire victim staff everyth obscur asylum past keep ade peac order intact new clue rais question kill doctor crow drove one male nurs insan zed rascov name littl girl ginger carv wood panel wall dead doctor offic featuresdetect mode solv crime scene intuit place clue eeri stori set psychiatr hospit america atmospher locat challeng mini game achiev unlock',Adventure
'fire doodl allow easili creat draw flame burn effect draw iphon ipad ipod fire doodl tap fire button watch doodl turn fantast burn art let fire doodl bring heat atmospher warm soul winter season even save fire doodl photo album share key featur fantast fire glow effect relax anim flame effect auto hide toolbar auto hide draw eras previous stroke press undo button save draw photo album share remark tap fire button toggl flame anim anim fire may take coupl second stop draw fire effect tap draw clear button leav fire effect start draw',BoardGames
'cast penguin baldi jet pack guy princip thing pink puffl playtim herbert bear bulli broom got sweep puppet art crafter gari agent guy filenam credit baldi youtub upload baldi iulitm',Educational
'alter shadow one man mind stronger reject stronger becom relief defeat end death game work fight trueself start damag abil gradual becom better clone origin one copi abil skill unlock certain number use oppon patient foolessli give power need play keyboard control keyboard wasd move spacebar leftshift dash abil jkl prefer use mous leftclick rightclick third mous button control left analog move right bumper dash abil xyb',Fighting
'puzzl platform start control vision made hour ludum dare game jam theme start noth',Puzzle
'bike epic bike trial game ever master bike ride skill overcom obstacl collect treasur level full danger bewar sharp cut spike break glass explod bomb stormi wind zone journey take stun beauti environ select hundr bike custom featur mani upgrad play friend join player forg strongest bike team time bikeup bike includ adventur level easi fun play challeng master ton upgrad hundr custom featur stun beauti environ play friend fight team multiplay global local friend leaderboard',Racing
'aegi onlin virtual tabletop game night need classic role play game tradit wargam aegi onlin extend moddabl scriptabl free whether want simpl map keep track coupl charact impress friend elabor fantasi town bustl npcs aegi onlin tool bring friend tabl even cant room',RPG
'espa escasez agua dulc planeta puesto prueba ingenio humano momento conseguir agua bebibl potabl esto dejado como resultado empobrecimiento vegetaci vida anim dando prioridad uso del agua los humano est mundo han desarrollado vario todo obtenc esa agua uno ello sica tarea localizar pozo agua alguno esto pozo est ubicado cueva sin embargo esto ser una labor cil esto pozo est custodiado por criatura aspecto excepcional esto animal fueron descubierto durant sondeo posibl rea agua por eso observara como una chica consigu agua una cueva asagieterinav tendr rol una chica busca pozo agua mismo tiempo eliminara esa criatura por los momento dif cile forma vida humana est por encima las dem est mini juego promocion para sprite que ser personaj princip que suma punto belo cuenta gamejolt est mini juego cuanta con dos modo juego los cual son modo historia asumir labor conseguir pozo agua dond pasara alguno obst culo hasta encontrar jefe que custodia pozo agua tendr que eliminarlo para poder obten los litro agua modo libr simplement peleara peleara hasta mayor tiempo que pueda sin que maten aqu hay jefe solo las criatura aspecto simpl esta criatura dejaran agua recolectar ira sumando litro agua punto control tecla para patear izquierda derecha saltar agachars barra espaciadora saltar modo pausa des pausar dito sica mattew pablo artista programador giovalian english scarciti fresh water planet put human ingenu test come drink drink water result impoverish veget anim life give prioriti use water human world sever method obtain water develop one classic task locat water well well locat cave howev easi task well guard creatur except aspect anim discov survey possibl area water that youll watch girl get water cave asagieterinav role girl search well water time elimin creatur difficult moment human way life other promot mini game sprite main charact add point upload gamejolt account mini game two game mode stori mode assum job get water well spend step find custodi boss water well elimin power liter water free mode fight fight moment time time time time time free time simpl textbook book color point control key kick left right jump crouch spacebar jump paus paus credit music mattew pablo artist programm giovalian',Shooter
